"","target_id","term","estimate","std_error"
"46","ENST00000005286.8","X3",3.43204735226082,1.84491959165448
"47","ENST00000005286.8","X4",0.593151447549268,3.45872401911996
"48","ENST00000005286.8","X5",-0.739091545957337,1.53494520866179
"49","ENST00000006777.11","(Intercept)",5.3926779151914,1.27469340820475
"50","ENST00000006777.11","X1",-1.413730484197,1.78581450117203
"51","ENST00000006777.11","X2",1.11180961079361,2.18588342904932
"52","ENST00000006777.11","X3",-0.939490543739555,1.74085436983838
"53","ENST00000006777.11","X4",-1.5284596965375,3.2636299435415
"54","ENST00000006777.11","X5",0.80115031546503,1.44836451737447
"55","ENST00000007390.3","(Intercept)",1.94982511699414,1.46132931372664
"56","ENST00000007390.3","X1",2.03203173221957,2.04728687121415
"57","ENST00000007390.3","X2",1.88032418271832,2.50593241535457
"58","ENST00000007390.3","X3",2.04296143520484,1.99574384334253
"59","ENST00000007390.3","X4",4.18738472037529,3.74147859787721
"60","ENST00000007390.3","X5",1.60442931624969,1.660428705897
"61","ENST00000008527.10","(Intercept)",2.47559358867144,1.38455426431295
"62","ENST00000008527.10","X1",-1.09433323081776,1.93972689193704
"63","ENST00000008527.10","X2",2.49068071355933,2.37427620124252
"64","ENST00000008527.10","X3",1.60946170605958,1.89089182213798
"65","ENST00000008527.10","X4",1.36529605642904,3.54490948677127
"66","ENST00000008527.10","X5",1.03481711103469,1.57319340941338
"67","ENST00000008938.5","(Intercept)",2.47337534105503,1.36165739769868
"68","ENST00000008938.5","X1",-0.879353148250071,1.90764893800085
"69","ENST00000008938.5","X2",1.35877498940799,2.33501195072774
"70","ENST00000008938.5","X3",1.64805609552126,1.85962147113084
"71","ENST00000008938.5","X4",2.82719378716731,3.48628605700015
"72","ENST00000008938.5","X5",-0.487931804601777,1.5471769501223
"73","ENST00000009180.10","(Intercept)",5.77103370315887,1.2695146080184
"74","ENST00000009180.10","X1",3.71312723975358,1.77855912790977
"75","ENST00000009180.10","X2",-0.158174919351287,2.17700266333982
"76","ENST00000009180.10","X3",3.3538781318521,1.7337816597444
"77","ENST00000009180.10","X4",-5.5483781352521,3.25037052974756
"78","ENST00000009180.10","X5",4.96046350213641,1.4424801295019
"79","ENST00000009530.13","(Intercept)",5.43327189283283,1.21364000201926
"80","ENST00000009530.13","X1",3.66032084421538,1.7002801621614
"81","ENST00000009530.13","X2",-0.222633364853083,2.08118717188749
"82","ENST00000009530.13","X3",3.17182056860509,1.65747346564022
"83","ENST00000009530.13","X4",0.304968441118579,3.1073133553332
"84","ENST00000009530.13","X5",2.17146531013976,1.37899286563865
"85","ENST00000009589.8","(Intercept)",7.01087733152764,1.42589890401209
"86","ENST00000009589.8","X1",0.418288700058611,1.99764972784817
"87","ENST00000009589.8","X2",-0.191980217015182,2.44517525996255
"88","ENST00000009589.8","X3",-0.164351763347473,1.94735637763529
"89","ENST00000009589.8","X4",-1.15364797997188,3.65076521902697
"90","ENST00000009589.8","X5",0.886102198967744,1.62017106595292
"91","ENST00000011619.6","(Intercept)",6.90131618159131,1.21364000201926
"92","ENST00000011619.6","X1",-0.0913271219382557,1.7002801621614
"93","ENST00000011619.6","X2",0.564212738622139,2.08118717188749
"94","ENST00000011619.6","X3",-0.0459844038045085,1.65747346564022
"95","ENST00000011619.6","X4",0.340006337097315,3.1073133553332
"96","ENST00000011619.6","X5",0.12504235840879,1.37899286563865
"97","ENST00000011653.9","(Intercept)",6.21787668522131,1.18805194411971
"98","ENST00000011653.9","X1",0.686505118852612,1.66443191460656
"99","ENST00000011653.9","X2",-2.21643463472095,2.0373079838536
"100","ENST00000011653.9","X3",2.10260504017993,1.62252774290926
"101","ENST00000011653.9","X4",-7.10713703173815,3.04179960008781
"102","ENST00000011653.9","X5",1.18587034789786,1.34991855263783
"103","ENST00000013070.11","(Intercept)",1.59828127416131,1.21535493959939
"104","ENST00000013070.11","X1",5.02695949423454,1.70268274805342
"105","ENST00000013070.11","X2",-0.630267173535301,2.08412799955173
"106","ENST00000013070.11","X3",2.98998936108324,1.65981556340363
"107","ENST00000013070.11","X4",0.363077073370213,3.11170415362384
"108","ENST00000013070.11","X5",2.98888781814845,1.38094145556984
"109","ENST00000014914.6","(Intercept)",7.34636187202239,1.26714431271784
"110","ENST00000014914.6","X1",0.500863289865756,1.7752384017708
"111","ENST00000014914.6","X2",0.934800213223088,2.17293800811677
"112","ENST00000014914.6","X3",0.0601703020490508,1.73054453707222
"113","ENST00000014914.6","X4",1.22803767399238,3.24430180242211
"114","ENST00000014914.6","X5",-0.0791145659711176,1.43978689237764
"115","ENST00000014930.9","(Intercept)",2.58943588701565,1.283784320093
"116","ENST00000014930.9","X1",3.30328098184734,1.79855064789908
"117","ENST00000014930.9","X2",0.841110418049802,2.2014728041285
"118","ENST00000014930.9","X3",2.96418159451243,1.7532698680159
"119","ENST00000014930.9","X4",-0.560734446519463,3.28690563639565
"120","ENST00000014930.9","X5",4.47037831800129,1.45869402415999
"121","ENST00000022615.9","(Intercept)",2.77317054737782,1.44031335863385
"122","ENST00000022615.9","X1",0.831813479391284,2.0178440286301
"123","ENST00000022615.9","X2",3.43522500732188,2.46989360971919
"124","ENST00000022615.9","X3",1.41559936102105,1.96704226143732
"125","ENST00000022615.9","X4",2.11966784295625,3.6876709136988
"126","ENST00000022615.9","X5",3.4316570197587,1.63654942366394
"127","ENST00000023939.8","(Intercept)",-0.208576857884802,1.59024388517742
"128","ENST00000023939.8","X1",1.14735622481148,2.22789305433814
"129","ENST00000023939.8","X2",7.90486603503237,2.72699908415779
"130","ENST00000023939.8","X3",2.9541245357351,2.17180303812725
"131","ENST00000023939.8","X4",9.14091034470387,4.07154185296073
"132","ENST00000023939.8","X5",3.40556941284296,1.80690729428541
"133","ENST00000025301.4","(Intercept)",1.88782625699892,1.21364000201926
"134","ENST00000025301.4","X1",-0.563100443738401,1.7002801621614
"135","ENST00000025301.4","X2",3.12403789975479,2.08118717188749
"136","ENST00000025301.4","X3",2.42532391874152,1.65747346564022
"137","ENST00000025301.4","X4",4.3445415223683,3.1073133553332
"138","ENST00000025301.4","X5",1.91491355428034,1.37899286563865
"139","ENST00000028008.9","(Intercept)",-0.820808212135366,1.21364000201926
"140","ENST00000028008.9","X1",4.43795176135768,1.7002801621614
"141","ENST00000028008.9","X2",7.56595153154179,2.08118717188749
"142","ENST00000028008.9","X3",5.03040827431316,1.65747346564022
"143","ENST00000028008.9","X4",10.2503536348242,3.1073133553332
"144","ENST00000028008.9","X5",4.47756640516114,1.37899286563865
"145","ENST00000033079.7","(Intercept)",5.54757111515043,1.34258575826529
"146","ENST00000033079.7","X1",-2.10958995346874,1.88093003442603
"147","ENST00000033079.7","X2",-0.732847269840015,2.30230731733595
"148","ENST00000033079.7","X3",-0.301418933096711,1.83357524963639
"149","ENST00000033079.7","X4",-3.93830402651964,3.43745645364092
"150","ENST00000033079.7","X5",0.803161209076612,1.52550688760712
"151","ENST00000037243.7","(Intercept)",5.82707812248565,1.21364000201926
"152","ENST00000037243.7","X1",0.074282251655521,1.7002801621614
"153","ENST00000037243.7","X2",1.64796331106042,2.08118717188749
"154","ENST00000037243.7","X3",0.242442929397076,1.65747346564022
"155","ENST00000037243.7","X4",2.20695548879687,3.1073133553332
"156","ENST00000037243.7","X5",0.511855598864543,1.37899286563865
"157","ENST00000037869.8","(Intercept)",-0.656263751059433,1.18798993622372
"158","ENST00000037869.8","X1",3.5753964188686,1.66434504305053
"159","ENST00000037869.8","X2",2.247902663048,2.037201650808
"160","ENST00000037869.8","X3",4.11460655033483,1.62244305845417
"161","ENST00000037869.8","X4",8.33403187801163,3.0416408396951
"162","ENST00000037869.8","X5",2.12558939312148,1.34984809645145
"163","ENST00000038176.8","(Intercept)",-0.016034947448268,1.26709766379459
"164","ENST00000038176.8","X1",6.14457668709727,1.77517304776249
"165","ENST00000038176.8","X2",3.63410984582098,2.17285801310962
"166","ENST00000038176.8","X3",2.71057193098063,1.73048082843345
"167","ENST00000038176.8","X4",6.12798877203736,3.24418236599782
"168","ENST00000038176.8","X5",5.2509114630808,1.43973388775333
"169","ENST00000040738.10","(Intercept)",3.10580212397259,1.21364000201926
"170","ENST00000040738.10","X1",0.101620653702126,1.7002801621614
"171","ENST00000040738.10","X2",5.25019860279412,2.08118717188749
"172","ENST00000040738.10","X3",0.975484107600618,1.65747346564022
"173","ENST00000040738.10","X4",8.13375587716522,3.1073133553332
"174","ENST00000040738.10","X5",0.319211915456172,1.37899286563865
"175","ENST00000046794.10","(Intercept)",7.15420835592353,1.41734572380666
"176","ENST00000046794.10","X1",0.0988261401865774,1.98566693014665
"177","ENST00000046794.10","X2",-0.857935557116229,2.43050800369812
"178","ENST00000046794.10","X3",0.349431846948434,1.93567526197188
"179","ENST00000046794.10","X4",-1.27886586758111,3.62886629427278
"180","ENST00000046794.10","X5",0.0106883464399227,1.6104525543167
"181","ENST00000053468.4","(Intercept)",4.56595545044098,1.4741228919537
"182","ENST00000053468.4","X1",1.80390240894991,2.06521036353998
"183","ENST00000053468.4","X2",0.739895797257411,2.52787123645834
"184","ENST00000053468.4","X3",1.9092583870643,2.01321608915402
"185","ENST00000053468.4","X4",1.07898878085501,3.77423432150306
"186","ENST00000053468.4","X5",0.975423277084444,1.67496535026579
"187","ENST00000053867.8","(Intercept)",7.43999473294758,1.25311717689781
"188","ENST00000053867.8","X1",0.143233422016771,1.75558672522169
"189","ENST00000053867.8","X2",-0.191839507943901,2.14888384454405
"190","ENST00000053867.8","X3",-0.0087248053782235,1.71138761625389
"191","ENST00000053867.8","X4",0.143032528778032,3.20838776992636
"192","ENST00000053867.8","X5",-0.0363596314633223,1.42384862387216
"193","ENST00000054666.11","(Intercept)",6.41182532387574,1.19099303568761
"194","ENST00000054666.11","X1",0.419852114126723,1.6685523124508
"195","ENST00000054666.11","X2",-0.561941453635405,2.04235145805706
"196","ENST00000054666.11","X3",0.642699834452723,1.62654440454344
"197","ENST00000054666.11","X4",-3.24645921430387,3.04932975160967
"198","ENST00000054666.11","X5",1.43619576239335,1.35326035439336
"199","ENST00000056233.4","(Intercept)",0.618597562628283,1.4741228919537
"200","ENST00000056233.4","X1",-0.974807559664321,2.06521036353998
"201","ENST00000056233.4","X2",4.67332787469646,2.52787123645834
"202","ENST00000056233.4","X3",-0.144432441974455,2.01321608915402
"203","ENST00000056233.4","X4",8.61919588627365,3.77423432150306
"204","ENST00000056233.4","X5",-0.0424787438255231,1.67496535026579
"205","ENST00000057513.8","(Intercept)",3.3660357423545,1.40170787235737
"206","ENST00000057513.8","X1",0.871545536423982,1.96375868012702
"207","ENST00000057513.8","X2",0.0994150307730085,2.40369173546537
"208","ENST00000057513.8","X3",1.50269743451969,1.91431857976488
"209","ENST00000057513.8","X4",0.83747199771353,3.58882830559718
"210","ENST00000057513.8","X5",2.12239063482405,1.59268411759196
"211","ENST00000060969.6","(Intercept)",2.43670662924122,1.25311717689781
"212","ENST00000060969.6","X1",0.906072319629008,1.75558672522169
"213","ENST00000060969.6","X2",-0.0826078155985428,2.14888384454405
"214","ENST00000060969.6","X3",1.49689784872195,1.71138761625389
"215","ENST00000060969.6","X4",1.47827344055444,3.20838776992636
"216","ENST00000060969.6","X5",-0.0775970768612702,1.42384862387216
"217","ENST00000064780.7","(Intercept)",4.65666766597176,1.19126927948981
"218","ENST00000064780.7","X1",-0.379895105028358,1.66893932330741
"219","ENST00000064780.7","X2",-1.86601054265252,2.04282516941833
"220","ENST00000064780.7","X3",1.98579899324122,1.62692167191386
"221","ENST00000064780.7","X4",-0.70340570389137,3.05003702564025
"222","ENST00000064780.7","X5",-0.364813887554382,1.353574235142
"223","ENST00000075120.12","(Intercept)",9.40976766965511,1.23045114685676
"224","ENST00000075120.12","X1",-0.175881867033005,1.72383216771731
"225","ENST00000075120.12","X2",-0.88320847165178,2.11001543967889
"226","ENST00000075120.12","X3",0.0310170216198522,1.6804325197657
"227","ENST00000075120.12","X4",-1.07375672946282,3.15035535690295
"228","ENST00000075120.12","X5",-0.208799580057871,1.39809445157482
"229","ENST00000075503.8","(Intercept)",4.61678630482628,1.25311717689781
"230","ENST00000075503.8","X1",-2.6265685607472,1.75558672522169
"231","ENST00000075503.8","X2",2.02443352666788,2.14888384454405
"232","ENST00000075503.8","X3",-0.841032951901604,1.71138761625389
"233","ENST00000075503.8","X4",0.209243816325163,3.20838776992636
"234","ENST00000075503.8","X5",-0.813312200813659,1.42384862387216
"235","ENST00000078429.9","(Intercept)",4.2513199784966,1.19099303568761
"236","ENST00000078429.9","X1",2.09351658601876,1.6685523124508
"237","ENST00000078429.9","X2",-1.81970065765735,2.04235145805706
"238","ENST00000078429.9","X3",1.54984680789197,1.62654440454344
"239","ENST00000078429.9","X4",-0.271468577651642,3.04932975160967
"240","ENST00000078429.9","X5",0.57473451844871,1.35326035439336
"241","ENST00000083182.8","(Intercept)",3.8075264958775,1.25311717689781
"242","ENST00000083182.8","X1",0.285394132749797,1.75558672522169
"243","ENST00000083182.8","X2",1.83678564423423,2.14888384454405
"244","ENST00000083182.8","X3",1.18463259284252,1.71138761625389
"245","ENST00000083182.8","X4",-1.33033687225676,3.20838776992636
"246","ENST00000083182.8","X5",1.9078100601527,1.42384862387216
"247","ENST00000085079.11","(Intercept)",5.50939261554419,1.23045114685676
"248","ENST00000085079.11","X1",0.515508579750717,1.72383216771731
"249","ENST00000085079.11","X2",0.170333668915142,2.11001543967889
"250","ENST00000085079.11","X3",0.380131180684147,1.6804325197657
"251","ENST00000085079.11","X4",0.795061280870601,3.15035535690295
"252","ENST00000085079.11","X5",-0.330158498272304,1.39809445157482
"253","ENST00000156084.8","(Intercept)",4.78655451201161,1.19099303568761
"254","ENST00000156084.8","X1",-1.35414094041888,1.6685523124508
"255","ENST00000156084.8","X2",0.635339581898305,2.04235145805706
"256","ENST00000156084.8","X3",2.20783545389279,1.62654440454344
"257","ENST00000156084.8","X4",-4.20425024110067,3.04932975160967
"258","ENST00000156084.8","X5",-1.15041498989104,1.35326035439336
"259","ENST00000156109.7","(Intercept)",-0.557693778157313,1.4741228919537
"260","ENST00000156109.7","X1",3.16947031743616,2.06521036353998
"261","ENST00000156109.7","X2",4.04350030098592,2.52787123645834
"262","ENST00000156109.7","X3",3.20938248633954,2.01321608915402
"263","ENST00000156109.7","X4",7.20039611049211,3.77423432150306
"264","ENST00000156109.7","X5",1.90412050955341,1.67496535026579
"265","ENST00000158762.8","(Intercept)",5.05841476380069,1.4741228919537
"266","ENST00000158762.8","X1",-0.260017461760421,2.06521036353998
"267","ENST00000158762.8","X2",0.0404341244537467,2.52787123645834
"268","ENST00000158762.8","X3",0.0269293884795697,2.01321608915402
"269","ENST00000158762.8","X4",-0.527696869303323,3.77423432150306
"270","ENST00000158762.8","X5",-0.148415187293033,1.67496535026579
"271","ENST00000159087.7","(Intercept)",3.75093536278509,1.19099303568761
"272","ENST00000159087.7","X1",-0.142615119837765,1.6685523124508
"273","ENST00000159087.7","X2",-0.811556583361634,2.04235145805706
"274","ENST00000159087.7","X3",1.35400569844331,1.62654440454344
"275","ENST00000159087.7","X4",0.93073113484151,3.04932975160967
"276","ENST00000159087.7","X5",-0.469507363821235,1.35326035439336
"277","ENST00000159111.9","(Intercept)",6.56201549567389,1.4741228919537
"278","ENST00000159111.9","X1",-0.42399445116199,2.06521036353998
"279","ENST00000159111.9","X2",0.761149452090424,2.52787123645834
"280","ENST00000159111.9","X3",-0.289972849048001,2.01321608915402
"281","ENST00000159111.9","X4",-6.16306824108315,3.77423432150306
"282","ENST00000159111.9","X5",2.27899095923172,1.67496535026579
"283","ENST00000160262.10","(Intercept)",4.12526412915925,1.35460111376624
"284","ENST00000160262.10","X1",3.9881832568416,1.89776325561649
"285","ENST00000160262.10","X2",1.44311608204305,2.32291161819341
"286","ENST00000160262.10","X3",4.26720461513129,1.84998467326278
"287","ENST00000160262.10","X4",1.78746073063894,3.46821967383394
"288","ENST00000160262.10","X5",1.05844087261946,1.53915927998571
"289","ENST00000160298.9","(Intercept)",4.97624872455026,1.25311717689781
"290","ENST00000160298.9","X1",-1.3236811113605,1.75558672522169
"291","ENST00000160298.9","X2",-0.00870279777351311,2.14888384454405
"292","ENST00000160298.9","X3",-0.342134025179243,1.71138761625389
"293","ENST00000160298.9","X4",2.76968673956219,3.20838776992636
"294","ENST00000160298.9","X5",-0.637912791456855,1.42384862387216
"295","ENST00000161559.11","(Intercept)",2.15966004789117,1.19099303568761
"296","ENST00000161559.11","X1",3.13820806398775,1.6685523124508
"297","ENST00000161559.11","X2",0.686621089206874,2.04235145805706
"298","ENST00000161559.11","X3",4.28092935805074,1.62654440454344
"299","ENST00000161559.11","X4",4.44481821641938,3.04932975160967
"300","ENST00000161559.11","X5",4.37114654198914,1.35326035439336
"301","ENST00000161863.9","(Intercept)",2.55399186113161,1.23045114685676
"302","ENST00000161863.9","X1",2.88720549065801,1.72383216771731
"303","ENST00000161863.9","X2",1.59264858520094,2.11001543967889
"304","ENST00000161863.9","X3",2.45239121809718,1.6804325197657
"305","ENST00000161863.9","X4",-2.85603326616158,3.15035535690295
"306","ENST00000161863.9","X5",1.47182127557865,1.39809445157482
"307","ENST00000162391.8","(Intercept)",4.02243484178538,1.40458312768189
"308","ENST00000162391.8","X1",0.992711779737605,1.96778684299352
"309","ENST00000162391.8","X2",1.2052379139203,2.40862231165546
"310","ENST00000162391.8","X3",1.9571553772597,1.91824532855316
"311","ENST00000162391.8","X4",-1.7953146084406,3.59618989491116
"312","ENST00000162391.8","X5",3.0288249884546,1.595951113219
"313","ENST00000162749.7","(Intercept)",4.48629646081377,1.19099303568761
"314","ENST00000162749.7","X1",2.46806912275633,1.6685523124508
"315","ENST00000162749.7","X2",1.4496266289842,2.04235145805706
"316","ENST00000162749.7","X3",3.41539411619159,1.62654440454344
"317","ENST00000162749.7","X4",2.83132539252856,3.04932975160967
"318","ENST00000162749.7","X5",-0.623158327883801,1.35326035439336
"319","ENST00000163416.7","(Intercept)",2.89736128555289,1.51949991265824
"320","ENST00000163416.7","X1",0.132961086452251,2.12878246728867
"321","ENST00000163416.7","X2",3.75885719176793,2.60568514604573
"322","ENST00000163416.7","X3",1.50115289729735,2.07518768504938
"323","ENST00000163416.7","X4",2.26553136698484,3.89041426137473
"324","ENST00000163416.7","X5",1.9622357007539,1.72652478116078
"325","ENST00000164133.7","(Intercept)",-0.968897181294601,1.2174904009006
"326","ENST00000164133.7","X1",2.03200125516303,1.70567447746368
"327","ENST00000164133.7","X2",6.8912315798686,2.08778995421599
"328","ENST00000164133.7","X3",3.56083930308035,1.66273197225449
"329","ENST00000164133.7","X4",10.8357243593266,3.11717162948982
"330","ENST00000164133.7","X5",1.89645212382879,1.38336786364333
"331","ENST00000164227.10","(Intercept)",7.99151908645445,1.23045114685676
"332","ENST00000164227.10","X1",-0.0846496087805008,1.72383216771731
"333","ENST00000164227.10","X2",-0.779478124355501,2.11001543967889
"334","ENST00000164227.10","X3",-0.0179028624235509,1.6804325197657
"335","ENST00000164227.10","X4",-1.07027352850017,3.15035535690295
"336","ENST00000164227.10","X5",-0.115088943043537,1.39809445157482
"337","ENST00000167106.9","(Intercept)",4.58423455785189,1.17188950029276
"338","ENST00000167106.9","X1",2.59794578015959,1.64178872340877
"339","ENST00000167106.9","X2",-0.663215217486384,2.00959212849037
"340","ENST00000167106.9","X3",2.27997933681382,1.60045462259476
"341","ENST00000167106.9","X4",-2.98547854028993,3.00041848420934
"342","ENST00000167106.9","X5",2.42423324726924,1.33155405023879
"343","ENST00000167586.7","(Intercept)",6.62792148571915,1.23045114685676
"344","ENST00000167586.7","X1",-1.14282754619113,1.72383216771731
"345","ENST00000167586.7","X2",-0.27513777049758,2.11001543967889
"346","ENST00000167586.7","X3",-0.839453714359882,1.6804325197657
"347","ENST00000167586.7","X4",-0.967065103035897,3.15035535690295
"348","ENST00000167586.7","X5",-0.210227211285569,1.39809445157482
"349","ENST00000170150.4","(Intercept)",2.76112536118682,1.34061602158462
"350","ENST00000170150.4","X1",3.31972150698101,1.87817048118351
"351","ENST00000170150.4","X2",1.82446603646735,2.29892955234387
"352","ENST00000170150.4","X3",1.96874814926102,1.83088517162555
"353","ENST00000170150.4","X4",3.54639845584379,3.43241328673463
"354","ENST00000170150.4","X5",1.90141409357599,1.52326878337084
"355","ENST00000170168.9","(Intercept)",5.47286109942405,1.19099303568761
"356","ENST00000170168.9","X1",0.876684247883866,1.6685523124508
"357","ENST00000170168.9","X2",-3.10503581818483,2.04235145805706
"358","ENST00000170168.9","X3",2.531813762291,1.62654440454344
"359","ENST00000170168.9","X4",-4.43241757297187,3.04932975160967
"360","ENST00000170168.9","X5",0.413283518276196,1.35326035439336
"361","ENST00000170630.6","(Intercept)",6.42398505310543,1.26266720007256
"362","ENST00000170630.6","X1",1.39584544987984,1.76896607570882
"363","ENST00000170630.6","X2",0.235356421714568,2.1652605177663
"364","ENST00000170630.6","X3",-0.600298808400916,1.72443012472598
"365","ENST00000170630.6","X4",1.04128001747852,3.23283893708078
"366","ENST00000170630.6","X5",0.94886182346223,1.43469979374359
"367","ENST00000174618.5","(Intercept)",5.07805085237251,1.23966049293753
"368","ENST00000174618.5","X1",0.938648622686547,1.73673423787118
"369","ENST00000174618.5","X2",0.000269930619064685,2.125807909351
"370","ENST00000174618.5","X3",0.816191252154407,1.6930097640386
"371","ENST00000174618.5","X4",-0.62805030650156,3.17393427983152
"372","ENST00000174618.5","X5",0.508006510799426,1.40855852866641
"373","ENST00000175091.5","(Intercept)",6.70092542675891,1.46974271809703
"374","ENST00000175091.5","X1",-0.179452214246265,2.05907384636609
"375","ENST00000175091.5","X2",0.406268796380563,2.52035997972161
"376","ENST00000175091.5","X3",-0.221957232030791,2.00723406653591
"377","ENST00000175091.5","X4",-0.162751504221667,3.76301965100697
"378","ENST00000175091.5","X5",0.405280834213209,1.66998839788407
"379","ENST00000175756.10","(Intercept)",2.01043116749012,1.35682065633619
"380","ENST00000175756.10","X1",2.77737343547142,1.90087278084184
"381","ENST00000175756.10","X2",0.983842266829237,2.32671775800123
"382","ENST00000175756.10","X3",1.68376398166225,1.85301591227059
"383","ENST00000175756.10","X4",4.4398337198766,3.47390242511017
"384","ENST00000175756.10","X5",2.81440291986782,1.54168122501377
"385","ENST00000176763.10","(Intercept)",6.96108837294094,1.30895045480266
"386","ENST00000176763.10","X1",-0.153189551485688,1.83380779131388
"387","ENST00000176763.10","X2",-0.357299440375285,2.24462846531024
"388","ENST00000176763.10","X3",-0.191958075734599,1.78763936839871
"389","ENST00000176763.10","X4",0.0916410327693787,3.35133913097011
"390","ENST00000176763.10","X5",-0.736610420108912,1.48728892887852
"391","ENST00000179259.6","(Intercept)",4.86763585871422,1.22835668245831
"392","ENST00000179259.6","X1",1.06514434705284,1.72089787397195
"393","ENST00000179259.6","X2",-0.860848481226683,2.10642378776334
"394","ENST00000179259.6","X3",1.20475803058147,1.67757210056446
"395","ENST00000179259.6","X4",-5.71535088465918,3.14499284644947
"396","ENST00000179259.6","X5",2.28726563320207,1.39571462604336
"397","ENST00000184266.3","(Intercept)",4.7968343324007,1.18990961693595
"398","ENST00000184266.3","X1",0.475736018933252,1.66703446909718
"399","ENST00000184266.3","X2",-0.35337873643616,2.04049357828712
"400","ENST00000184266.3","X3",1.01983591990765,1.6250647748097
"401","ENST00000184266.3","X4",-2.43220508768111,3.04655584703266
"402","ENST00000184266.3","X5",1.92500383193784,1.35202932482401
"403","ENST00000186436.10","(Intercept)",3.38839584442335,1.15956697409478
"404","ENST00000186436.10","X1",1.47748158312015,1.62452516353328
"405","ENST00000186436.10","X2",-0.459301165957093,1.98846108188197
"406","ENST00000186436.10","X3",1.74652825334813,1.58362569460225
"407","ENST00000186436.10","X4",1.16498381868556,2.96886880707055
"408","ENST00000186436.10","X5",0.042371869114239,1.31755263656968
"409","ENST00000189444.11","(Intercept)",3.25589938799781,1.51497370854665
"410","ENST00000189444.11","X1",-0.939969447475777,2.12244136527488
"411","ENST00000189444.11","X2",3.16427866075421,2.59792347214021
"412","ENST00000189444.11","X3",0.694885464031819,2.06900622827263
"413","ENST00000189444.11","X4",5.89711209947177,3.878825705904
"414","ENST00000189444.11","X5",-0.25722714467902,1.72138190257412
"415","ENST00000192788.6","(Intercept)",5.01288287004353,1.18990961693595
"416","ENST00000192788.6","X1",0.171238298308258,1.66703446909718
"417","ENST00000192788.6","X2",-2.37687887582777,2.04049357828712
"418","ENST00000192788.6","X3",0.987399044772743,1.6250647748097
"419","ENST00000192788.6","X4",-3.16054346239848,3.04655584703266
"420","ENST00000192788.6","X5",-2.50716380999999,1.35202932482401
"421","ENST00000196061.5","(Intercept)",5.16348470989908,1.18990961693595
"422","ENST00000196061.5","X1",-4.00197554492209,1.66703446909718
"423","ENST00000196061.5","X2",0.557106488290049,2.04049357828712
