Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Adaptive Immune System	24/854	8.933561518102351E-5	0.007504191675205975	0	0	2.558090305145817	23.84935813203453	WSB1;FBXW5;NCF2;SIAH1;ITGB2;HLA-B;PTEN;PILRB;UBE2A;PPL;PSMA6;PSMD7;CAPZB;PSMC1;CANX;STX4;UBA1;STUB1;FCGR2B;HCST;TRIM21;SIPA1;S100A8;HLA-DPA1
RHO GTPase Cycle	16/450	1.0441483039694341E-4	0.008039941940564642	0	0	3.2096981774401128	29.42374882385895	NCF2;MYO9B;IQGAP1;FAM91A1;LEMD3;ACTB;ARHGAP4;LMNB1;RND1;PREX1;FGD4;CAPZB;BASP1;PEAK1;SPTAN1;DBN1
Metabolism of RNA	22/761	1.1872166003432432E-4	0.0081495678230424	0	0	2.621823785896858	23.697954151293466	RPL41;RPL31;RPL11;WBP4;PRKCD;RPS27L;PRPF8;ACTB;TRMT112;PSMA6;PSMD7;CNOT1;SYF2;PSMC1;MAGOH;PCBP2;NUP98;SRSF5;RPS24;CD44;SF1;APOBEC3B
Post-translational Protein Modification	34/1457	1.2347830034912727E-4	0.0081495678230424	0	0	2.1479269149683766	19.33015039949273	LY6K;CMAS;UBXN1;TMED10;POMP;RPN1;PTEN;CFP;RNF5;PSMB10;ACTB;PSMD7;FCGR3B;CAPZB;RAB24;SUMO2;CD59;APOL1;SPTAN1;FGF23;WSB1;FBXW5;GALNT3;HLA-B;UBE2A;PIAS2;PSMA6;STAG2;B3GNT8;PSMC1;CANX;KDELR2;UBA1;NUP98
RHOF GTPase Cycle	5/42	1.3590037331398516E-4	0.008208003594001511	0	0	11.440088156826354	101.85783723582072	CAPZB;BASP1;MYO9B;ACTB;LMNB1
Antigen processing-Cross Presentation	7/96	1.5007139799584802E-4	0.008208003594001511	0	0	6.6983316309159004	58.9747869284336	PSMA6;PSMD7;NCF2;PSMC1;HLA-B;STX4;S100A8
Regulation of Expression of SLITs and ROBOs	9/164	1.5746422034061656E-4	0.008208003594001511	0	0	4.971488942104521	43.53190976285577	PSMA6;RPL41;PSMD7;RPL31;PSMC1;MAGOH;RPL11;RPS27L;RPS24
Programmed Cell Death	10/202	1.5989617390912034E-4	0.008208003594001511	0	0	4.470486111111111	39.076455913310184	PSMA6;PSMD7;FNTA;IL1B;PSMC1;PRKCD;STUB1;SPTAN1;ADD1;LMNB1
Signaling by ROBO Receptors	10/210	2.190372006294906E-4	0.010652124914823648	0	0	4.2899122807017545	36.14795476357832	PSMA6;RPL41;PSMD7;RPL31;PSMC1;MAGOH;RPL11;RPS27L;MYO9B;RPS24
Apoptotic Execution Phase	5/52	3.769867845906779E-4	0.01600798694479487	0	0	9.001461053785043	70.96122175332623	FNTA;PRKCD;SPTAN1;ADD1;LMNB1
Proteasome Assembly	5/52	3.769867845906779E-4	0.01600798694479487	0	0	9.001461053785043	70.96122175332623	PSMA6;PSMD7;PSMC1;POMP;PSMB10
ER-Phagosome Pathway	6/80	3.8432091785492705E-4	0.01600798694479487	0	0	6.880708294501398	54.11011455110261	PSMA6;PSMD7;PSMC1;HLA-B;STX4;S100A8
Cellular Responses to Stimuli	23/887	3.9846720750030525E-4	0.01600798694479487	0	0	2.339868647717485	18.31622351530895	CDKN2D;PPP1R15A;RPL41;RPL31;NCF2;RPL11;PRKCD;RPS27L;MT1X;CCAR2;ADD1;LMNB1;HELZ2;PSMA6;PSMD7;CAPZB;PSMC1;GNB2;GNAS;NUP98;TRIM21;RPS24;H3-3A
Nervous System Development	17/567	4.7372329499529306E-4	0.018238346857318784	0	0	2.686993006993007	20.56862830198792	WWTR1;RPL41;RPL31;RPL11;SIAH1;RPS27L;MYO9B;ACTB;RND1;PSMA6;PSMD7;PTPRA;PSMC1;MAGOH;CFL1;SPTAN1;RPS24
Regulation of PTEN Stability and Activity	5/56	5.331220915174418E-4	0.01916736798832544	0	0	8.293781031725995	62.50823791881208	PSMA6;PSMD7;PSMC1;PTEN;STUB1
Interferon Signaling	11/280	5.564731959614293E-4	0.01916736798832544	0	0	3.5115045117337833	26.314834001601618	IFITM2;STAT2;PRKCD;HLA-B;NUP98;EIF4E2;GBP1;TRIM21;CD44;HLA-DPA1;IP6K2
SRP-dependent Cotranslational Protein Targeting to Membrane	7/119	5.600854282302889E-4	0.01916736798832544	0	0	5.316558441558442	39.80731257488072	RPL41;RPL31;SSR2;RPN1;RPL11;RPS27L;RPS24
N-glycan Trimming in the ER and Calnexin Calreticulin Cycle	4/35	7.662282319709876E-4	0.025285531655042593	0	0	10.880066170388751	78.05392632684847	UBXN1;PSMC1;CANX;RNF5
Axon Guidance	16/541	8.012042897859706E-4	0.02552802633662886	0	0	2.640858000858001	18.827718770646282	RPL41;RPL31;RPL11;SIAH1;RPS27L;MYO9B;ACTB;RND1;PSMA6;PSMD7;PTPRA;PSMC1;MAGOH;CFL1;SPTAN1;RPS24
Apoptosis	8/168	9.292529840919902E-4	0.028620991910033297	0	0	4.261304347826087	29.748717650891212	PSMA6;PSMD7;FNTA;PSMC1;PRKCD;SPTAN1;ADD1;LMNB1
Eukaryotic Translation Termination	6/98	0.0011276613266882711	0.033088884568164674	0	0	5.5294227886056975	37.53156216997619	TRMT112;RPL41;RPL31;RPL11;RPS27L;RPS24
Asparagine N-linked Glycosylation	11/306	0.0011494173014781853	0.033088884568164674	0	0	3.197745090719032	21.643938156209945	CMAS;UBXN1;TMED10;CAPZB;PSMC1;RPN1;CANX;KDELR2;CD59;RNF5;SPTAN1
Interferon Gamma Signaling	6/99	0.0011886798478871288	0.033088884568164674	0	0	5.469688542825361	36.83787078012009	PRKCD;HLA-B;TRIM21;GBP1;CD44;HLA-DPA1
Cellular Responses to Stress	20/787	0.00121755635856883	0.033088884568164674	0	0	2.272047653792328	15.24750598814924	CDKN2D;PPP1R15A;RPL41;RPL31;NCF2;RPL11;PRKCD;RPS27L;CCAR2;ADD1;LMNB1;HELZ2;PSMA6;PSMD7;CAPZB;PSMC1;NUP98;TRIM21;RPS24;H3-3A
Metabolism of Amino Acids and Derivatives	12/358	0.0012654218469291426	0.03340713675892936	0	0	2.9795897488362577	19.880864875704617	DUOX1;PSMA6;RPL41;PSMD7;TSTD1;RPL31;PSMC1;RPL11;GOT2;RPS27L;SAT1;RPS24
Interleukin-1 Signaling	6/102	0.001386982957504254	0.035599229242609186	0	0	5.297952586206897	34.86383619145778	IKBIP;PSMA6;IL1RN;PSMD7;IL1B;PSMC1
Negative Regulation of NOTCH4 Signaling	4/44	0.0018273183062922406	0.04563357067605487	0	0	8.428205128205128	53.13903933981103	PSMA6;PSMD7;PSMC1;TACC3
Metabolism of Polyamines	4/46	0.00215627835822776	0.051296435024073994	0	0	8.026048026048025	49.274890714451914	PSMA6;PSMD7;PSMC1;SAT1
Developmental Biology	29/1385	0.0021651092704966296	0.051296435024073994	0	0	1.8834384835782134	11.555430836007938	CSF3R;RPL31;RPL11;RPS27L;PPL;ACTB;RND1;HELZ2;PLAC8;MED12;PSMD7;MAGOH;CFL1;BNIP2;SPTAN1;H3-3A;WWTR1;RPL41;SMARCC2;SIAH1;MYO9B;PIAS2;PSMA6;DPPA4;PTPRA;CNOT1;THRAP3;PSMC1;RPS24
Signal Transduction	47/2613	0.002319259470964386	0.05357489377927732	0	0	1.6490555104405986	10.004007354538722	PPP1R15A;FLT1;NCF2;PTEN;PLAT;SPINT2;IQGAP1;PCSK5;ACTB;ARHGAP4;LMNB1;RND1;PREX1;FGD4;RGS2;PSMD7;FNTA;CAPZB;BASP1;CFL1;SPTAN1;FGF23;H3-3A;WWTR1;ANXA1;GALNT3;PRKCD;MYO9B;FAM91A1;LEMD3;PRKAB1;PSMA6;STAG2;FABP5;PTPRA;PEAK1;PSMC1;ID2;GNB2;TACC3;GNAS;RGS10;STUB1;NUP98;DBN1;S100A8;PPARD
Defective CFTR Causes Cystic Fibrosis	4/48	0.0025239605613631283	0.05688145265120806	0	0	7.66045066045066	45.82424867009655	PSMA6;PSMD7;PSMC1;RNF5
GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	6/117	0.002781131204692912	0.05845743463089353	0	0	4.57851817334576	26.944110270525254	RPL41;EIF5;RPL31;RPL11;RPS27L;RPS24
Other Interleukin Signaling	3/24	0.0027998197707377885	0.05845743463089353	0	0	12.000607902735561	70.54197615159659	CSF3R;IL16;STX4
RHO GTPases Activate NADPH Oxidases	3/24	0.0027998197707377885	0.05845743463089353	0	0	12.000607902735561	70.54197615159659	NCF2;PRKCD;S100A8
Coenzyme A Biosynthesis	2/7	0.0028469529852707884	0.05845743463089353	0	0	33.4864406779661	196.2809724369091	DCAKD;PPCDC
Antigen Processing Ubiquitination & Proteasome Degradation	10/296	0.0029897337828387193	0.06005465250745601	0	0	2.9867500920132497	17.360696764142794	PSMA6;WSB1;PSMD7;FBXW5;PSMC1;SIAH1;UBA1;STUB1;UBE2A;TRIM21
Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC)	6/120	0.0031541925755782805	0.060718207079881896	0	0	4.457350272232305	25.669981554460566	RPL41;RPL31;MAGOH;RPL11;RPS27L;RPS24
Nonsense-Mediated Decay (NMD)	6/120	0.0031541925755782805	0.060718207079881896	0	0	4.457350272232305	25.669981554460566	RPL41;RPL31;MAGOH;RPL11;RPS27L;RPS24
Disorders of Transmembrane Transporters	7/164	0.0035501222680880524	0.06435555524093341	0	0	3.784018529241459	21.344790438116597	PSMA6;PSMD7;SLC20A2;PSMC1;SLC40A1;NUP98;RNF5
RHOD GTPase Cycle	4/53	0.0036267697859686887	0.06435555524093341	0	0	6.877027734170591	38.64485831488658	CAPZB;LEMD3;DBN1;LMNB1
Metabolism	40/2181	0.0036547910917811744	0.06435555524093341	0	0	1.6626800466127882	9.330488792827563	RPL31;ABHD3;RPL11;POMP;PTEN;RPS27L;SLC2A3;IQGAP1;SAT1;PPCDC;UQCRH;HELZ2;MED12;FUT6;TRMT112;DUOX1;PSMD7;MAEA;SCP2;NAMPT;SUMO2;IP6K2;EPM2A;CHST9;RPL41;TSTD1;DCAKD;SPNS2;GOT2;PSMA6;FABP5;THRAP3;PSMC1;GNB2;GNAS;NUP98;RPS24;CD44;PTGES;PPARD
Cap-dependent Translation Initiation	6/124	0.0037081763788641238	0.06435555524093341	0	0	4.305376972530683	24.098120852420113	RPL41;EIF5;RPL31;RPL11;RPS27L;RPS24
Eukaryotic Translation Initiation	6/124	0.0037081763788641238	0.06435555524093341	0	0	4.305376972530683	24.098120852420113	RPL41;EIF5;RPL31;RPL11;RPS27L;RPS24
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs IMPs VICKZs) Bind RNA	2/8	0.0037662213824331088	0.06435555524093341	0	0	27.903954802259886	155.7510319934582	ACTB;CD44
CLEC7A (Dectin-1) Signaling	5/87	0.003830687811960322	0.06435555524093341	0	0	5.150214592274678	28.659455312677462	PSMA6;PSMD7;IL1B;PSMC1;PRKCD
Influenza Infection	7/169	0.0041848709441506034	0.06905037057848495	0	0	3.6662925551814443	20.07764244283354	RPL41;RPL31;CANX;RPL11;RPS27L;NUP98;RPS24
Disease	39/2131	0.0042675708644121174	0.06917956980204906	0	0	1.6553369140155847	9.032694316154759	CTDP1;SLC20A2;RPL31;RPL11;RPN1;SLC40A1;PTEN;RPS27L;IQGAP1;ANTXR2;CFP;RNF5;ACTB;LMNB1;MED12;PSMD7;FNTA;PCBP2;LRRFIP1;FGF23;H3-3A;EPM2A;RPL41;GALNT3;CNBP;STAT2;HLA-B;MYO9B;PSMA6;PSMC1;IL1B;GNB2;CANX;GNAS;CD9;NUP98;SLC25A5;RPS24;S100A8
Interleukin-12 Family Signaling	4/56	0.0044248322233932285	0.07049215473129902	0	0	6.479289940828402	35.12113960923052	CFL1;CANX;LCP1;LMNB1
RAF MAP Kinase Cascade	9/265	0.00460583441260432	0.07146658604177124	0	0	2.994575600436681	16.112108675902302	PSMA6;PSMD7;FNTA;PTPRA;PSMC1;IQGAP1;SPTAN1;FGF23;ACTB
Downstream TCR Signaling	5/91	0.0046406874053098205	0.07146658604177124	0	0	4.909671623914562	26.379139200764257	PSMA6;PSMD7;PSMC1;PTEN;HLA-DPA1
C-type Lectin Receptors (CLRs)	6/131	0.00484705497255175	0.07268349151468541	0	0	4.062827586206897	21.65236825395637	CLEC4A;PSMA6;PSMD7;IL1B;PSMC1;PRKCD
Hemostasis	17/707	0.004877030815920449	0.07268349151468541	0	0	2.1261984392419175	11.318219256924271	PRKCD;ANXA5;ITGB2;PLAT;PSG2;ACTB;EHD1;CAPZB;GNB2;CFL1;GNAS;ITGAX;CD9;STX4;SLC16A3;H3-3A;CD44
MAPK1 MAPK3 Signaling	9/271	0.0053182458869799705	0.0758173330533476	0	0	2.9250975032501083	15.317599956850888	PSMA6;PSMD7;FNTA;PTPRA;PSMC1;IQGAP1;SPTAN1;FGF23;ACTB
Peptide Chain Elongation	5/94	0.005323164371224794	0.0758173330533476	0	0	4.743453730047741	24.835240669963483	RPL41;RPL31;RPL11;RPS27L;RPS24
Regulation of RUNX2 Expression and Activity	4/59	0.0053334703987744534	0.0758173330533476	0	0	6.124941724941725	32.05643302179967	PSMA6;PSMD7;PSMC1;STUB1
Transport of Small Molecules	17/724	0.006142256290712809	0.08599158806997934	0	0	2.073223805897073	10.558023114704673	SLC20A2;SLC40A1;SLC2A3;RNF5;PCSK5;ADD1;PSMA6;PSMD7;NPC1;PSMC1;FTH1;GNB2;GNAS;ATP13A4;RHCG;SLC25A5;SLC16A3
Selenocysteine Synthesis	5/98	0.006339668872925231	0.08743065729228229	0	0	4.538511237251373	22.9690819580637	RPL41;RPL31;RPL11;RPS27L;RPS24
Eukaryotic Translation Elongation	5/99	0.0066136583574023106	0.08925863824695275	0	0	4.490000913158616	22.533600840566912	RPL41;RPL31;RPL11;RPS27L;RPS24
Interleukin-1 Family Signaling	6/140	0.006665417791168549	0.08925863824695275	0	0	3.7882141019042717	18.982068998238965	IKBIP;PSMA6;IL1RN;PSMD7;IL1B;PSMC1
Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC)	5/100	0.006895841363403066	0.09102510599692047	0	0	4.442511859046759	22.109656282557918	RPL41;RPL31;RPL11;RPS27L;RPS24
COPI-mediated Anterograde Transport	5/101	0.007186340423768958	0.09352364157130305	0	0	4.396012160228898	21.696839884992208	TMED10;CAPZB;KDELR2;CD59;SPTAN1
Infectious Disease	26/1311	0.007348845226946237	0.09374720980667557	0	0	1.7634608325379928	8.664257082809753	CTDP1;RPL31;RPL11;RPN1;RPS27L;ANTXR2;ACTB;MED12;PSMD7;FNTA;PCBP2;RPL41;CNBP;STAT2;HLA-B;MYO9B;PSMA6;PSMC1;IL1B;GNB2;CANX;GNAS;CD9;NUP98;SLC25A5;RPS24
Viral mRNA Translation	5/102	0.007485277114740757	0.09374720980667557	0	0	4.350471218087695	21.294761516584128	RPL41;RPL31;RPL11;RPS27L;RPS24
ABC Transporter Disorders	4/65	0.00750789342607575	0.09374720980667557	0	0	5.520807061790668	27.006685945163508	PSMA6;PSMD7;PSMC1;RNF5
Caspase-mediated Cleavage of Cytoskeletal Proteins	2/12	0.00860342448036626	0.10386465741184486	0	0	16.73898305084746	79.60382342527252	SPTAN1;ADD1
Formation of a Pool of Free 40S Subunits	5/106	0.008767795755545345	0.10386465741184486	0	0	4.177325457867675	19.7866115221462	RPL41;RPL31;RPL11;RPS27L;RPS24
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency	5/106	0.008767795755545345	0.10386465741184486	0	0	4.177325457867675	19.7866115221462	RPL41;RPL31;RPL11;RPS27L;RPS24
Transcriptional Regulation by RUNX2	5/106	0.008767795755545345	0.10386465741184486	0	0	4.177325457867675	19.7866115221462	WWTR1;PSMA6;PSMD7;PSMC1;STUB1
Influenza Viral RNA Transcription and Replication	6/149	0.00893439846628918	0.1044985339601418	0	0	3.5481673498914876	16.739708756767204	RPL41;RPL31;RPL11;RPS27L;NUP98;RPS24
Cross-presentation of Soluble Exogenous Antigens (Endosomes)	3/37	0.009596962010991725	0.10567578229848833	0	0	7.407259073842303	34.41641218742963	PSMA6;PSMD7;PSMC1
Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	3/37	0.009596962010991725	0.10567578229848833	0	0	7.407259073842303	34.41641218742963	CFL1;LCP1;LMNB1
RHOV GTPase Cycle	3/37	0.009596962010991725	0.10567578229848833	0	0	7.407259073842303	34.41641218742963	PEAK1;IQGAP1;SPTAN1
Regulation of Activated PAK-2p34 by Proteasome Mediated Degradation	3/37	0.009596962010991725	0.10567578229848833	0	0	7.407259073842303	34.41641218742963	PSMA6;PSMD7;PSMC1
FGFR3 Ligand Binding and Activation	2/13	0.010088465666843793	0.10567578229848833	0	0	15.216486902927581	69.94049010057465	GALNT3;FGF23
FGFR3c Ligand Binding and Activation	2/13	0.010088465666843793	0.10567578229848833	0	0	15.216486902927581	69.94049010057465	GALNT3;FGF23
Translocation of SLC2A4 (GLUT4) to the Plasma Membrane	4/71	0.010197470021545418	0.10567578229848833	0	0	5.024875621890548	23.04214817326969	EXOC4;STX4;PRKAB1;ACTB
Regulation of Ornithine Decarboxylase (ODC)	3/38	0.01032951853233513	0.10567578229848833	0	0	7.195258358662614	32.90211482188584	PSMA6;PSMD7;PSMC1
Translation	9/302	0.01045082273638473	0.10567578229848833	0	0	2.611458038362371	11.911054857011447	TRMT112;RPL41;EIF5;RPL31;SSR2;RPL11;RPN1;RPS27L;RPS24
Mitotic Prophase	5/111	0.01057493280111008	0.10567578229848833	0	0	3.979269576483926	18.1027673631365	NUP98;LEMD3;BLZF1;H3-3A;LMNB1
trans-Golgi Network Vesicle Budding	4/72	0.010698827025838633	0.10567578229848833	0	0	4.950729009552539	22.464532747196902	GAK;FTH1;STX4;AP3S1
Signaling by NOTCH4	4/72	0.010698827025838633	0.10567578229848833	0	0	4.950729009552539	22.464532747196902	PSMA6;PSMD7;PSMC1;TACC3
Cellular Response to Chemical Stress	7/202	0.01074572373821686	0.10567578229848833	0	0	3.0407148407148408	13.7843126316495	HELZ2;PSMA6;PSMD7;NCF2;PSMC1;PRKCD;TRIM21
p53-Independent DNA Damage Response	3/39	0.01109366978674607	0.10567578229848833	0	0	6.9950354609929075	31.487317080073804	PSMA6;PSMD7;PSMC1
p53-Independent G1 S DNA Damage Checkpoint	3/39	0.01109366978674607	0.10567578229848833	0	0	6.9950354609929075	31.487317080073804	PSMA6;PSMD7;PSMC1
Autodegradation of the E3 Ubiquitin Ligase COP1	3/39	0.01109366978674607	0.10567578229848833	0	0	6.9950354609929075	31.487317080073804	PSMA6;PSMD7;PSMC1
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	3/39	0.01109366978674607	0.10567578229848833	0	0	6.9950354609929075	31.487317080073804	PSMA6;PSMD7;PSMC1
Ubiquitin-dependent Degradation of Cyclin D	3/39	0.01109366978674607	0.10567578229848833	0	0	6.9950354609929075	31.487317080073804	PSMA6;PSMD7;PSMC1
mRNA Splicing - Major Pathway	7/204	0.01130001808871798	0.10606541842026784	0	0	3.0095369943085677	13.491606735200381	SYF2;MAGOH;PCBP2;WBP4;SRSF5;PRPF8;SF1
TCR Signaling	5/113	0.011364151973600125	0.10606541842026784	0	0	3.9051820060403752	17.484637974436012	PSMA6;PSMD7;PSMC1;PTEN;HLA-DPA1
RHOU GTPase Cycle	3/40	0.011889644085100468	0.10770618759443953	0	0	6.8056354226566995	30.16317170466986	PEAK1;IQGAP1;SPTAN1
Regulation of Apoptosis	3/40	0.011889644085100468	0.10770618759443953	0	0	6.8056354226566995	30.16317170466986	PSMA6;PSMD7;PSMC1
Vpu Mediated Degradation of CD4	3/40	0.011889644085100468	0.10770618759443953	0	0	6.8056354226566995	30.16317170466986	PSMA6;PSMD7;PSMC1
L13a-mediated Translational Silencing of Ceruloplasmin Expression	5/116	0.012621795267656102	0.10909518041713198	0	0	3.7990565672969105	16.610729670394157	RPL41;RPL31;RPL11;RPS27L;RPS24
Regulation of mRNA Stability by Proteins That Bind AU-rich Elements	4/76	0.0128624940702068	0.10909518041713198	0	0	4.674738841405508	20.351193373381598	PSMA6;PSMD7;PSMC1;PRKCD
MAPK Family Signaling Cascades	9/314	0.01321227756205138	0.10909518041713198	0	0	2.507165867277543	10.847525812521514	PSMA6;PSMD7;FNTA;PTPRA;PSMC1;IQGAP1;SPTAN1;FGF23;ACTB
Degradation of Cysteine and Homocysteine	2/15	0.013370140329318641	0.10909518041713198	0	0	12.874185136897001	55.548650757722434	TSTD1;GOT2
Depolymerization of the Nuclear Lamina	2/15	0.013370140329318641	0.10909518041713198	0	0	12.874185136897001	55.548650757722434	LEMD3;LMNB1
SUMOylation of DNA Damage Response and Repair Proteins	4/77	0.013443789642687342	0.10909518041713198	0	0	4.610467158412364	19.867600351336744	STAG2;SUMO2;NUP98;PIAS2
AUF1 (hnRNP D0) Binds and Destabilizes mRNA	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	PSMA6;PSMD7;PSMC1
Degradation of AXIN	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	PSMA6;PSMD7;PSMC1
FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	PSMA6;PSMD7;PSMC1
GSK3B and BTRC CUL1-mediated-degradation of NFE2L2	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	PSMA6;PSMD7;PSMC1
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	GNB2;GNAS;IQGAP1
SCF-beta-TrCP Mediated Degradation of Emi1	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	PSMA6;PSMD7;PSMC1
Vif-mediated Degradation of APOBEC3G	3/42	0.013577863363604089	0.10909518041713198	0	0	6.455973813420622	27.756261867852086	PSMA6;PSMD7;PSMC1
KEAP1-NFE2L2 Pathway	5/119	0.013970505579208765	0.11089221812072235	0	0	3.698516677960997	15.795650607239093	PSMA6;PSMD7;PSMC1;PRKCD;TRIM21
Interferon Alpha Beta Signaling	4/78	0.014041547099701856	0.11089221812072235	0	0	4.547932547932548	19.4002736564551	IFITM2;STAT2;HLA-B;IP6K2
Hh Mutants Are Degraded by ERAD	3/43	0.014470455181482048	0.11331102192957129	0	0	6.294255319148936	26.66023914003288	PSMA6;PSMD7;PSMC1
mRNA Splicing	7/215	0.014724899926219288	0.1143345170741733	0	0	2.8487762237762237	12.016751583454678	SYF2;MAGOH;PCBP2;WBP4;SRSF5;PRPF8;SF1
Degradation of DVL	3/44	0.015395564977138673	0.11673429948620169	0	0	6.140425531914894	25.628145441410418	PSMA6;PSMD7;PSMC1
Stabilization of P53	3/44	0.015395564977138673	0.11673429948620169	0	0	6.140425531914894	25.628145441410418	PSMA6;PSMD7;PSMC1
Selenoamino Acid Metabolism	5/122	0.015412970278481175	0.11673429948620169	0	0	3.603132680385899	15.034236486071684	RPL41;RPL31;RPL11;RPS27L;RPS24
Regulation of RUNX3 Expression and Activity	3/45	0.016353315022156305	0.12185857322961632	0	0	5.993920972644377	24.654942878190436	PSMA6;PSMD7;PSMC1
