Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Metabolism of Proteins	85/2067	6.536878613152145E-4	0.03761973641869059	0	0	1.5045469588469262	11.032663201376813	MT-ND6;ERO1B;MT-ND5;MT-CO1;KDM1B;TNC;BRCA1;MT-ND2;ACTB;MT-ND1;MT-ATP6;NARS1;SUMO3;SEC61G;SUMO2;RPL35;ELOB;MAN1A1;ELOC;SEC61B;RPL39;FBXW4;CD52;COG7;NUP210;EXOC8;FBXO15;LRRC41;TOPORS;RAB33B;TUFM;H2BC12;RRAGA;SELENOS;LY6D;TRIM13;MT-CO2;PIGM;UQCRC2;BLM;ZNF350;AARS2;RPS27L;DERL2;ADRB2;RPS4Y1;METTL21A;COX5A;MRPL54;APH1A;MRPL20;AP3M1;GNG5;STAMBPL1;DPH1;SLC17A5;ST8SIA4;CCT8;NDUFV3;RAB6A;ATP5MG;ZC3H15;CTSA;SUZ12;ATP5PF;RPL41;ICMT;ODAM;GALNT2;MBD1;PMM2;FBXL18;RPL23A;TBCA;ATP5F1C;PSMB9;BPIFB2;RNF103;COPS5;PSMC3;PDCL;RNF181;EIF3F;MELTF;UBE2K
Cell-extracellular Matrix Interactions	4/18	0.001568843073089359	0.08598754176789773	0	0	9.591695501730104	61.93757593602259	FBLIM1;PARVA;PARVB;ACTB
Pausing and Recovery of Tat-mediated HIV Elongation	5/32	0.002154620809910624	0.10782471966117949	0	0	6.223441812696579	38.212807305175474	CTDP1;ELOB;ELOC;NELFCD;POLR2J
Tat-mediated HIV Elongation Arrest and Recovery	5/32	0.002154620809910624	0.10782471966117949	0	0	6.223441812696579	38.212807305175474	CTDP1;ELOB;ELOC;NELFCD;POLR2J
HIV Elongation Arrest and Recovery	5/33	0.002479480776910857	0.11415529496897585	0	0	6.000866551126516	36.00343568132691	CTDP1;ELOB;ELOC;NELFCD;POLR2J
Pausing and Recovery of HIV Elongation	5/33	0.002479480776910857	0.11415529496897585	0	0	6.000866551126516	36.00343568132691	CTDP1;ELOB;ELOC;NELFCD;POLR2J
Cellular Responses to Stress	37/787	0.002964560213633987	0.13123880022664303	0	0	1.6898250764525995	9.836516691425006	RPS19BP1;MT-CO1;RPS27L;LY96;BRCA1;RPS4Y1;COX6A1;HIGD1A;COX5A;EXOSC4;CDC26;RPL35;CCL2;ELOB;ELOC;CHAC1;RPL39;VENTX;TSPYL2;SUZ12;RPL41;NUP210;HSBP1;RPL23A;HSPE1;H2BC12;RRAGA;H2AJ;PSMC3;RHEB;CYCS;TERF2IP;MT-CO2;LAMTOR2;MT-CO3;DEPDC5;ATF3
Cellular Responses to Stimuli	40/887	0.004202595975133938	0.17915510990293193	0	0	1.6181269250709036	8.854476060594278	RPS19BP1;MT-CO1;RPS27L;LY96;MT1X;BRCA1;RPS4Y1;COX6A1;HIGD1A;COX5A;EXOSC4;GNG5;CDC26;RPL35;CCL2;ELOB;ELOC;CHAC1;RPL39;VENTX;TSPYL2;SUZ12;RPL41;NUP210;HSBP1;RPL23A;HSPE1;H2BC12;RRAGA;H2AJ;PSMC3;RHEB;CYCS;TERF2IP;MT-CO2;LAMTOR2;MT-CO3;DEPDC5;ATF3;MT1E
Formation of the Cornified Envelope	10/129	0.004490721651629934	0.1846007364652162	0	0	2.835252982311806	15.326645747039617	SPRR2E;SPRR3;KRT26;KRT1;LIPN;KRT13;DSG3;SPRR2A;PPL;SPRR2D
Cytoprotection by HMOX1	6/59	0.007223330665615009	0.27178487788815114	0	0	3.8060141509433962	18.76532106649558	MT-CO1;CYCS;MT-CO2;MT-CO3;COX6A1;COX5A
Mitochondrial Biogenesis	8/97	0.0073462535150309585	0.27178487788815114	0	0	3.026895822730298	14.872848833088154	MT-ATP6;ATP5PF;ATP5MC2;CYCS;ATP5F1C;ATP5MG;ATP5MF;MT-ATP8
Cellular Response to Starvation	11/161	0.007590574031613909	0.27178487788815114	0	0	2.474582603619381	12.078061701288437	RRAGA;RPL41;RHEB;RPL35;RPS27L;RPL23A;LAMTOR2;RPS4Y1;DEPDC5;RPL39;ATF3
SUMO Is Conjugated to E1 (UBA2 SAE1)	2/5	0.007974064912119098	0.27178487788815114	0	0	22.316091954022987	107.821557093433	SUMO3;SUMO2
Regulation of PTEN Gene Transcription	6/61	0.008480086601797727	0.27178487788815114	0	0	3.6672348484848483	17.492837175040528	SUZ12;RRAGA;RHEB;ATN1;SNAI1;LAMTOR2
Formation of HIV-1 Elongation Complex Containing HIV-1 Tat	5/44	0.008736785822642566	0.27178487788815114	0	0	4.305870328400657	20.410742127219056	CTDP1;ELOB;ELOC;NELFCD;POLR2J
HIV Transcription Elongation	5/44	0.008736785822642566	0.27178487788815114	0	0	4.305870328400657	20.410742127219056	CTDP1;ELOB;ELOC;NELFCD;POLR2J
SUMOylation of Transcription Cofactors	5/44	0.008736785822642566	0.27178487788815114	0	0	4.305870328400657	20.410742127219056	ZNF350;SUMO3;MBD1;SUMO2;TOPORS
Tat-mediated Elongation of the HIV-1 Transcript	5/44	0.008736785822642566	0.27178487788815114	0	0	4.305870328400657	20.410742127219056	CTDP1;ELOB;ELOC;NELFCD;POLR2J
TP53 Regulates Transcription of DNA Repair Genes	6/62	0.009163967939962924	0.27757176576045595	0	0	3.6015625	16.900245640114125	CTDP1;ELOB;BRCA1;ELOC;NELFCD;POLR2J
Formation of HIV Elongation Complex in the Absence of HIV Tat	5/45	0.009599285987560787	0.28330200440211456	0	0	4.198006932409013	19.504219625509187	CTDP1;ELOB;ELOC;NELFCD;POLR2J
Activation of Caspases Through Apoptosome-Mediated Cleavage	2/6	0.011731535965834674	0.3140232068994351	0	0	16.736206896551725	74.40038402313665	APAF1;CYCS
CLEC7A Inflammasome Pathway	2/6	0.011731535965834674	0.3140232068994351	0	0	16.736206896551725	74.40038402313665	PYCARD;IL1B
SUMO Is Proteolytically Processed	2/6	0.011731535965834674	0.3140232068994351	0	0	16.736206896551725	74.40038402313665	SUMO3;SUMO2
Synthesis of Wybutosine at G37 of tRNA(Phe)	2/6	0.011731535965834674	0.3140232068994351	0	0	16.736206896551725	74.40038402313665	TYW5;LCMT2
Neutrophil Degranulation	23/478	0.013267172076045568	0.3470571604438284	0	0	1.714792899408284	7.412128105676657	CTSA;CSTB;APAF1;BRI3;KRT1;GPR84;PYCARD;BST2;NRAS;PSMC3;FTH1;ALDH3B1;ADGRE3;LAMTOR2;PTX3;CCT8;PGLYRP1;RAB6A;GYG1;S100A9;SLC15A4;S100A8;FTL
EPH-ephrin Mediated Repulsion of Cells	5/51	0.016022848788478008	0.3862973385205465	0	0	3.64931052671238	15.085299167484996	APH1A;TIAM1;EPHA7;AP2S1;ACTB
SMAC (DIABLO) Binds to IAPs	2/7	0.016109706558632694	0.3862973385205465	0	0	13.388275862068966	55.27126502835669	APAF1;CYCS
SMAC(DIABLO)-mediated Dissociation of IAP Caspase Complexes	2/7	0.016109706558632694	0.3862973385205465	0	0	13.388275862068966	55.27126502835669	APAF1;CYCS
SUMO Is Transferred From E1 to E2 (UBE2I, UBC9)	2/7	0.016109706558632694	0.3862973385205465	0	0	13.388275862068966	55.27126502835669	SUMO3;SUMO2
MyD88 Deficiency (TLR2 4)	3/19	0.01678684004496056	0.3943194467704001	0	0	6.283031088082901	25.67975353167753	LY96;S100A9;S100A8
Transcription of the HIV Genome	6/71	0.01718019263018671	0.39548803434689805	0	0	3.1014423076923077	12.604255800860493	GTF2A2;CTDP1;ELOB;ELOC;NELFCD;POLR2J
Resolution of D-loop Structures Through Holliday Junction Intermediates	4/35	0.018196380542830636	0.410667333427413	0	0	4.327938385980578	17.340026130135403	BLM;BRIP1;BRCA1;SPIDR
IRAK4 Deficiency (TLR2 4)	3/20	0.01933063272959813	0.41737398104159096	0	0	5.913136238951539	23.333615537188734	LY96;S100A9;S100A8
Maturation of TCA Enzymes and Regulation of TCA Cycle	3/20	0.01933063272959813	0.41737398104159096	0	0	5.913136238951539	23.333615537188734	LYRM4;SDHC;SDHD
Resolution of D-Loop Structures	4/36	0.020012588878495042	0.41737398104159096	0	0	4.192474048442906	16.39841683002969	BLM;BRIP1;BRCA1;SPIDR
Antimicrobial Peptides	7/95	0.02087091219115379	0.41737398104159096	0	0	2.674110671936759	10.347200760367528	HTN3;S100A7A;BPIFB2;RNASE6;PGLYRP1;S100A9;S100A8
Regulation of Cytoskeletal Remodeling and Cell Spreading by IPP Complex Components	2/8	0.02106939618292108	0.41737398104159096	0	0	11.15632183908046	43.06266273785675	PARVA;PARVB
SMAC, XIAP-regulated Apoptotic Response	2/8	0.02106939618292108	0.41737398104159096	0	0	11.15632183908046	43.06266273785675	APAF1;CYCS
Regulation of Expression of SLITs and ROBOs	10/164	0.021971640660202848	0.41737398104159096	0	0	2.186904005085823	8.349605435591993	RPL41;PSMC3;MAGOH;RPL35;RPS27L;ELOB;RPL23A;ELOC;RPS4Y1;RPL39
ER Quality Control Compartment (ERQC)	3/21	0.02207516281837963	0.41737398104159096	0	0	5.584340817501439	21.294778883842422	RNF103;TRIM13;DERL2
SRP-dependent Cotranslational Protein Targeting to Membrane	8/119	0.023050641505850324	0.41737398104159096	0	0	2.424208180305741	9.139414362174682	RPL41;SEC61G;RPL35;RPS27L;RPL23A;SEC61B;RPS4Y1;RPL39
Protein Folding	7/97	0.023106179472043444	0.41737398104159096	0	0	2.614415458937198	9.850215966449339	FBXW4;AP3M1;GNG5;PDCL;TBCA;CCT8;ACTB
Generic Transcription Pathway	48/1230	0.02365870997186035	0.41737398104159096	0	0	1.386794425749539	5.192191537503806	ZNF230;BLM;ZNF350;CTDP1;KMT2A;CBFB;MT-CO1;ASH2L;ZNF2;BRCA1;COX6A1;COX5A;MED17;BRIP1;ZNF727;CDC26;ZKSCAN3;TNKS1BP1;ELOB;NELFCD;ZNF347;ELOC;ZNF785;POLR2J;ZNF586;VENTX;YWHAH;SUZ12;BRD1;ZNF383;APAF1;BRPF3;DEK;H2BC12;RRAGA;H2AJ;PSMC3;RHEB;ZNF417;CCNG1;JMY;CYCS;MT-CO2;LAMTOR2;MT-CO3;ZNF354A;ZNF554;ZNF552
Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC)	8/120	0.02409316487545411	0.41737398104159096	0	0	2.402439024390244	8.951072408367597	RPL41;MAGOH;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;PNRC2
Nonsense-Mediated Decay (NMD)	8/120	0.02409316487545411	0.41737398104159096	0	0	2.402439024390244	8.951072408367597	RPL41;MAGOH;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;PNRC2
Selenocysteine Synthesis	7/98	0.024283459554332983	0.41737398104159096	0	0	2.585551839464883	9.61297789607128	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;SEPHS2
Chemokine Receptors Bind Chemokines	5/57	0.024812708613875762	0.41737398104159096	0	0	3.2272363684842023	11.929154295217915	CXCL9;CCL22;CCL2;CCR7;CXCL2
Meiotic Recombination	5/57	0.024812708613875762	0.41737398104159096	0	0	3.2272363684842023	11.929154295217915	H2BC12;H2AJ;BLM;PRDM9;BRCA1
Insertion of Tail-Anchored Proteins Into the Endoplasmic Reticulum Membrane	3/22	0.02502068174793204	0.41737398104159096	0	0	5.290155440414508	19.510371135989228	PRNP;SEC61G;SEC61B
Regulation of TLR by Endogenous Ligand	3/22	0.02502068174793204	0.41737398104159096	0	0	5.290155440414508	19.510371135989228	LY96;S100A9;S100A8
Formation of RNA Pol II Elongation Complex	5/58	0.026526345954411678	0.4186777156296439	0	0	3.1661816160361007	11.492026152930768	CTDP1;ELOB;ELOC;NELFCD;POLR2J
RNA Polymerase II Transcription Elongation	5/58	0.026526345954411678	0.4186777156296439	0	0	3.1661816160361007	11.492026152930768	CTDP1;ELOB;ELOC;NELFCD;POLR2J
Transcriptional Regulation of Granulopoiesis	5/58	0.026526345954411678	0.4186777156296439	0	0	3.1661816160361007	11.492026152930768	H2BC12;H2AJ;CBFB;KMT2A;DEK
RNA Polymerase II Transcription	52/1360	0.026553842954790623	0.4186777156296439	0	0	1.3584328659627258	4.9291834124087295	MT-CO1;ASH2L;BRCA1;COX6A1;MED17;ZNF727;CDC26;MAGOH;TNKS1BP1;ELOB;NELFCD;ELOC;VENTX;YWHAH;BRD1;APAF1;H2BC12;RRAGA;H2AJ;MT-CO2;MT-CO3;ZNF554;ZNF552;ZNF230;BLM;GTF2A2;ZNF350;CTDP1;KMT2A;CBFB;SRRT;ZNF2;COX5A;BRIP1;ZKSCAN3;ZNF347;ZNF785;POLR2J;ZNF586;SUZ12;CHTOP;ZNF383;BRPF3;DEK;PSMC3;RHEB;ZNF417;CCNG1;JMY;CYCS;LAMTOR2;ZNF354A
Organelle Biogenesis and Maintenance	15/297	0.027957476415332878	0.4240451118660701	0	0	1.7951893129198093	6.421518953344773	ATP5PF;EXOC8;ATP5MC2;HAUS3;ATP5F1C;MT-ATP8;MT-ATP6;RP2;CYCS;CCT8;CEP97;ATP5MG;ATP5MF;CEP78;SDCCAG8
Abortive Elongation of HIV-1 Transcript in the Absence of Tat	3/23	0.02816685016974998	0.4240451118660701	0	0	5.025388601036269	17.93867498394795	CTDP1;NELFCD;POLR2J
B-WICH Complex Positively Regulates rRNA Expression	5/59	0.028313664722956832	0.4240451118660701	0	0	3.107388150715707	11.076007692997274	H2BC12;H2AJ;TAF1D;DEK;ACTB
MAP2K and MAPK Activation	4/40	0.02836791799625317	0.4240451118660701	0	0	3.725874663590927	13.273415151780561	NRAS;BRAF;LAMTOR2;ACTB
ER-Phagosome Pathway	6/80	0.02904760322127697	0.42863835009858714	0	0	2.722972972972973	9.636109322060767	PSMC3;SEC61G;LY96;SEC61B;S100A9;S100A8
RNA Polymerase II Pre-transcription Events	6/81	0.03063051041261952	0.44233187900560056	0	0	2.6865277777777776	9.36458755930364	GTF2A2;CTDP1;ELOB;ELOC;NELFCD;POLR2J
mTORC1-mediated Signalling	3/24	0.03151278373454322	0.44233187900560056	0	0	4.785837651122625	16.546373150058294	RRAGA;RHEB;LAMTOR2
Impaired BRCA2 Binding to PALB2	3/24	0.03151278373454322	0.44233187900560056	0	0	4.785837651122625	16.546373150058294	BLM;BRIP1;BRCA1
RAS Processing	3/24	0.03151278373454322	0.44233187900560056	0	0	4.785837651122625	16.546373150058294	NRAS;ICMT;ABHD17C
Folding of Actin by CCT TriC	2/10	0.032585281664347876	0.4464959428055286	0	0	8.366379310344827	28.645600735149948	CCT8;ACTB
Processing and Activation of SUMO	2/10	0.032585281664347876	0.4464959428055286	0	0	8.366379310344827	28.645600735149948	SUMO3;SUMO2
Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function	3/25	0.035057096338442895	0.45025217993346733	0	0	4.5680640602920395	15.306565005064705	BLM;BRIP1;BRCA1
Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc	3/25	0.035057096338442895	0.45025217993346733	0	0	4.5680640602920395	15.306565005064705	BLM;BRIP1;BRCA1
Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function	3/25	0.035057096338442895	0.45025217993346733	0	0	4.5680640602920395	15.306565005064705	BLM;BRIP1;BRCA1
Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function	3/25	0.035057096338442895	0.45025217993346733	0	0	4.5680640602920395	15.306565005064705	BLM;BRIP1;BRCA1
Formation of a Pool of Free 40S Subunits	7/106	0.03520651276630066	0.45025217993346733	0	0	2.375634606938955	7.950118682814616	RPL41;RPL35;RPS27L;RPL23A;EIF3F;RPS4Y1;RPL39
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency	7/106	0.03520651276630066	0.45025217993346733	0	0	2.375634606938955	7.950118682814616	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;ATF3
Calnexin Calreticulin Cycle	3/26	0.038797941030902346	0.4784190940816224	0	0	4.369227303446722	14.197315205904886	RNF103;TRIM13;DERL2
Formation of Apoptosome	2/11	0.03907158544193962	0.4784190940816224	0	0	7.436398467432951	24.111479382265617	APAF1;CYCS
Metallothioneins Bind Metals	2/11	0.03907158544193962	0.4784190940816224	0	0	7.436398467432951	24.111479382265617	MT1X;MT1E
Regulation of the Apoptosome Activity	2/11	0.03907158544193962	0.4784190940816224	0	0	7.436398467432951	24.111479382265617	APAF1;CYCS
DNA Repair	15/312	0.04038810728489794	0.4870906211327516	0	0	1.703187073557444	5.465901869449174	BLM;FANCM;BRCA1;SPIDR;ACTB;H2BC12;BRIP1;H2AJ;COPS5;SUMO3;SUMO2;PCLAF;TERF2IP;ADPRS;POLR2J
RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function	5/65	0.04062615085034244	0.4870906211327516	0	0	2.7957827845176197	8.9558520793043	H2BC12;H2AJ;CBFB;KMT2A;ASH2L
Metabolism	77/2181	0.042017870700122514	0.4968256463688458	0	0	1.2547321462184242	3.977074618724078	MT-ND6;MT-ND4;MT-ND5;MT-CO1;GDE1;MT-ND2;COX6A1;MT-ND3;SAT1;NUDT3;MT-ND1;MED17;MT-ATP6;MPC2;SUMO2;RPL35;CHAC1;TNFAIP8L2;NUDT15;RPL39;GYG1;SEPHS2;PCYT1A;NUP210;TSTD1;ACSL6;SDHC;SDHD;NDUFS5;PLBD1;MT-CO2;UQCRC2;MT-CO3;NDUFB9;CEMIP;ECHS1;UQCRB;ABCB7;NDUFB3;COX17;ATP5MC2;RPS27L;NDUFB1;GLRX;UQCR11;UQCR10;RPS4Y1;HIGD1A;COX5A;GLB1L3;BRIP1;FUT7;GNG5;GPAT4;ALDH3B1;NDUFV3;ATP5MG;ATP5MF;CTSA;ATP5PF;RPL41;PET100;MID1IP1;NDUFA1;MTHFS;RPL23A;ATP5F1C;SGPP2;MT-ATP8;HIGD2A;PSMC3;LYRM4;ADI1;LPCAT2;CYCS;MT-CYB;LDHAL6A
Pyroptosis	3/27	0.042733048645104896	0.4968256463688458	0	0	4.186960276338515	13.200575862679786	IL1B;CYCS;CHMP6
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)	3/27	0.042733048645104896	0.4968256463688458	0	0	4.186960276338515	13.200575862679786	BLM;BRIP1;BRCA1
PKMTs Methylate Histone Lysines	4/46	0.04427167984443454	0.5090905642679818	0	0	3.192618223760092	9.952700256357511	SUZ12;PRDM9;KMT2A;ASH2L
Meiosis	6/89	0.04533004053081075	0.5090905642679818	0	0	2.4265813253012047	7.507321681765285	H2BC12;H2AJ;BLM;PRDM9;TERF2IP;BRCA1
P2Y Receptors	2/12	0.04599949494688976	0.5090905642679818	0	0	6.692413793103448	20.606777696927455	P2RY10;LPAR4
SUMOylation of Immune Response Proteins	2/12	0.04599949494688976	0.5090905642679818	0	0	6.692413793103448	20.606777696927455	SUMO3;TOPORS
Sphingolipid Catabolism	2/12	0.04599949494688976	0.5090905642679818	0	0	6.692413793103448	20.606777696927455	ALDH3B1;SGPP2
ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress	3/28	0.04685976426371601	0.5136722730241632	0	0	4.019274611398964	12.301375302432772	EXOSC4;CCL2;ATF3
Inhibition of DNA Recombination at Telomere	4/47	0.047320558599453076	0.513829839131797	0	0	3.1182103484348596	9.513068670214366	H2BC12;H2AJ;TERF2IP;POLR2J
Chaperonin-mediated Protein Folding	6/91	0.04958643185929852	0.533401710935071	0	0	2.3692401960784313	7.117287660457279	FBXW4;AP3M1;GNG5;PDCL;CCT8;ACTB
Energy Dependent Regulation of mTOR by LKB1-AMPK	3/29	0.051175081631033625	0.5453936940492564	0	0	3.864487843762455	11.487199978920302	RRAGA;RHEB;LAMTOR2
Telomere Maintenance	6/92	0.05180360406021344	0.5470270483789511	0	0	2.3415697674418605	6.931738575884573	H2BC12;H2AJ;BLM;TERF2IP;POLR2J;NOP10
L13a-mediated Translational Silencing of Ceruloplasmin Expression	7/116	0.05287905301132124	0.5481422818182689	0	0	2.156569605105704	6.339771165909294	RPL41;RPL35;RPS27L;RPL23A;EIF3F;RPS4Y1;RPL39
Cytochrome C-Mediated Apoptotic Response	2/13	0.053337911002298975	0.5481422818182689	0	0	6.083699059561129	17.831978525618137	APAF1;CYCS
Cytosolic Iron-Sulfur Cluster Assembly	2/13	0.053337911002298975	0.5481422818182689	0	0	6.083699059561129	17.831978525618137	BRIP1;ABCB7
GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	7/117	0.054903802594528164	0.5592413874893974	0	0	2.1368537549407116	6.201518564914982	RPL41;RPL35;RPS27L;RPL23A;EIF3F;RPS4Y1;RPL39
Gene Expression (Transcription)	58/1615	0.05564359480155029	0.5618050668121437	0	0	1.2697372614197395	3.668002152215812	MT-CO1;ASH2L;BRCA1;COX6A1;ACTB;MED17;ZNF727;CDC26;SUMO2;MAGOH;TNKS1BP1;ELOB;NELFCD;ELOC;VENTX;YWHAH;BRD1;NUP210;APAF1;H2BC12;RRAGA;H2AJ;TET3;MT-CO2;MT-CO3;ZNF554;ZNF552;ZNF230;BLM;GTF2A2;ZNF350;CTDP1;KMT2A;CBFB;GTF3C5;SRRT;ZNF2;COX5A;BRIP1;TAF1D;ZKSCAN3;ZNF347;ZNF785;POLR2J;ZNF586;SUZ12;CHTOP;ZNF383;BRPF3;DEK;PSMC3;RHEB;ZNF417;CCNG1;JMY;CYCS;LAMTOR2;ZNF354A
