Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Viral mRNA Translation	35/102	1.1816510783778352E-18	9.306908969699711E-17	0	0	8.858909423999139	365.6924057289885	RPL5;RPL3;RPL32;RPL12;RPL11;RPL8;RPS4Y1;RPL9;RPL7;RPL36;RPL14;RPS3;RPL38;RPL37;RPL15;RPS27A;RPL39;RPL17;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS6;RPL35A;RPL23A;RPS29;RPL27A;RPL37A;RPL24;RPL29;UBA52;RPS23
Selenoamino Acid Metabolism	38/122	1.752777899913338E-18	1.317770293843937E-16	0	0	7.685563456151692	314.2267963970066	RPL5;RPL3;RPL32;RPL12;RPL11;RPL8;RPS4Y1;RPL9;RPL7;RPL36;RPL14;RPS3;RPL38;RPL37;RPL15;RPS27A;RPL39;RPL17;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS6;MARS1;RPL35A;RPL23A;EPRS1;RPS29;LARS1;RPL27A;RPL37A;RPL24;RPL29;UBA52;RPS23
L13a-mediated Translational Silencing of Ceruloplasmin Expression	37/116	2.0188704388134224E-18	1.4518311764336524E-16	0	0	7.951862110009842	323.9906181834939	EIF4A1;RPL5;RPL3;RPL32;RPL12;RPL11;RPL8;RPS4Y1;RPL9;RPL7;RPL36;RPL14;RPS3;RPL38;RPL37;RPL15;RPS27A;RPL39;RPL17;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS6;RPL35A;RPL23A;RPS29;RPL27A;RPL37A;EIF3J;RPL24;RPL29;UBA52;RPS23
Regulation of Expression of SLITs and ROBOs	44/164	2.207385623870495E-18	1.5212565924507497E-16	0	0	6.251349711859266	254.14688987564057	RPL5;RPL3;RPL32;RBM8A;RPL12;EIF4A3;RPL11;RPL8;RPS4Y1;RPL9;RPL7;PSMB6;PSMB7;UBB;PSMD2;MAGOH;RPL36;RPL14;RPS3;RPL38;RPL37;RPL15;RPS27A;RPL39;RPL17;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS6;RPL35A;RPL23A;RPS29;PSMA2;RPL27A;PSMC1;RPL37A;RPL24;RPL29;UBA52;RPS23
Signaling by ROBO Receptors	50/210	2.684433539218019E-18	1.7760212295466413E-16	0	0	5.345665599268069	216.28061559424387	RPL5;RPL3;RPL32;EIF4A3;RPL8;RPL9;RPL7;PSMD2;MAGOH;RPL36;RPL38;RPL37;PRKACA;RPL39;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;PSMA2;RPL37A;RPL24;RPL29;UBA52;RBM8A;RPL12;RPL11;CXCR4;RPS4Y1;PSMB6;CDC42;PSMB7;PAK1;UBB;RPL14;RPS3;RPL15;RPS27A;RPL17;RPL19;VASP;RPL41;RPL35A;MYO9B;RPL23A;RPS29;RPL27A;PSMC1;RPS23
Metabolism of Proteins	209/2067	4.220152683968669E-17	2.684666361263145E-15	0	0	2.0472792000792914	77.19076906355207	MT-ND6;EIF4A1;RPL5;MT-ND5;RPL3;RPL32;WIPF1;MT-ND2;RPL8;RPL9;MT-ND1;RPL7;PSMD4;TFG;PSMD2;ANPEP;RPL36;RPL38;RPL37;PRKACA;BTRC;RPL39;B2M;COG8;WSB1;WSB2;RPL23;HLA-B;CSNK1D;HCFC1;DYNC1LI1;RRAGA;LARS1;PSME1;TRIM13;RPL24;VDAC2;MT-CO2;UQCRC2;NUP98;RPL29;AURKAIP1;UBA52;RPN1;DCUN1D1;TXN;UBE2J2;RPS4Y1;APH1A;MRPL20;DPH1;ST8SIA4;SSR1;B3GALNT2;RPL41;PRELID1;PHC2;ST8SIA1;MRPL30;BST1;CYLD;BPIFB2;EIF5;RNF103;EPRS1;VNN2;RPS29;RPL27A;CALR;HNRNPC;RPS23;CDKN1A;SERPINA1;BRCA1;MT-ATP6;ADAMTSL4;SEC61G;TMED2;SEC61B;NANS;CTSD;SPTAN1;CTSC;H3-3A;SSR2;SRP9;TOPORS;DDB1;PSMA2;RARA;EXOC4;WAC;ARF5;RAB7A;NAPA;SP100;ZNF350;RPL12;RPL11;USO1;COX5B;RELA;PSMB6;PSMB7;STAMBPL1;LMAN2;SPP1;RPS3;RPL14;SLC17A5;CD59;RPL15;RPS27A;RPL17;CD55;RPL19;ATP5PD;ODAM;MBD1;NR1H2;STAT3;ATP5F1C;RAB11A;PSMB9;TTLL5;PSMC1;NUCB1;PNPLA2;NUP188;UBE2D2;UBE2D3;TNC;SRP14;TUBB6;NARS1;FBXW4;RPS9;CISH;RPS7;H2AC6;RPS8;RPS5;RPS6;SHISA5;FBXO15;PDIA6;TUBA4A;EEF1A1;RAB35;LY6D;SQSTM1;TNKS;CUL3;ADRB2;CSF2RA;BTBD1;MAN2A2;UBB;EIF4EBP1;ATP5MG;ZC3H15;WDTC1;RAB4B;UBE2B;TBCA;FBXO32;NFKB2;NFKBIA;COPS5;UQCRQ;GNB2;SP3;GNB1;SRPRA;RNF181;MUC21;NFE2L2;CPM;COX4I1;PTEN;TNFAIP3;ARRB2;CHD3;GMPPB;ALDH2;SUMO2;MARS1;H2BC12;VCAN;RPL37A;SLC25A5;PFDN5;RAB1A;FURIN;HSPD1;AP3M1;GNG5;RAB25;RAB24;SEC11A;UGGT1;RWDD1;USP24;RPL35A;RPL23A;FBXL13;NAGK;EIF3J;P4HB
rRNA Processing	51/237	1.1865747659728066E-16	7.268869121922304E-15	0	0	4.688157272834692	171.91608994424493	MT-ND4L;RPL5;MT-ND4;MT-ND5;RPL3;RPL32;MT-ND2;RPL8;MT-ND3;RPL9;MT-ND1;RPL7;MT-ATP6;RPL36;RPL38;RPL37;RPL39;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;CSNK1D;RPL37A;RPL24;MT-CO2;MT-CO3;RPL29;UBA52;RPL12;RPL11;DDX21;RPS4Y1;EXOSC4;ERI1;RPL14;RPS3;RPL15;RPS27A;RPL17;RPL19;RPL41;RIOK3;RPL35A;RPL23A;RPS29;RPL27A;MT-CYB;NOP10;RPS23
Translation	56/302	3.934312347763918E-15	2.324054508286257E-13	0	0	3.8975624714848807	129.27840661480226	EIF4A1;RPL5;RPL3;RPL32;RPL8;SRP14;RPL9;RPL7;NARS1;SEC61G;RPL36;RPL38;RPL37;SEC61B;RPL39;RPS9;RPS7;RPS8;RPL23;SSR2;RPS5;RPS6;MARS1;SRP9;EEF1A1;LARS1;RPL37A;RPL24;AURKAIP1;RPL29;UBA52;RPL12;RPN1;RPL11;RPS4Y1;MRPL20;RPL14;RPS3;EIF4EBP1;SSR1;RPL15;RPS27A;RPL17;SEC11A;RPL19;RPL41;RPL35A;RPL23A;MRPL30;EIF5;EPRS1;RPS29;RPL27A;EIF3J;SRPRA;RPS23
Cytokine Signaling in Immune System	100/776	1.2930460967956076E-14	7.374821531379086E-13	0	0	2.5786165306041404	82.46206939200935	CD86;EIF4A1;IL1RN;IFITM2;NUP188;UBE2D2;UBE2D3;EIF4A3;TUBB6;TBK1;IL18RAP;PSMD2;CFL1;MAP3K8;PRKACA;BTRC;B2M;TRIM22;MAP2K4;MAP2K1;CISH;RSAD2;IL1R2;HLA-B;HLA-C;TUBA4A;TRIM14;UBE2V1;NUP98;ALPK1;RAF1;SQSTM1;UBA52;UBA7;STXBP2;CSF2RA;FOXO1;CNN2;UBB;HMOX1;HLA-DQA1;STAT5B;FANCL;TNFRSF9;MSN;NFKB1;NFKB2;NFKBIA;GRB2;TNFSF8;HLA-DRB1;EIF4G2;CDKN1A;EIF4E3;ITGB2;CXCL2;LMNB1;NKIRAS1;JAK1;TRIM62;GSTO1;IFNGR2;IL18;TYK2;YWHAZ;IL17RA;PSMA2;RAPGEF1;IRF7;CD44;RALA;SP100;IL2RG;CBL;RELA;PSMB6;CDC42;PPP2CA;PSMB7;PPP2CB;STAT6;STX4;CSK;STX3;RPS27A;GBP2;GBP1;MAPK3;CCL22;CCL20;STAT2;STAT3;MX1;PTPN12;BATF;PSMC1;PDCD4;PTPN6;P4HB;LTBR
Influenza Viral RNA Transcription and Replication	37/149	1.6468485117548466E-14	9.079624794808387E-13	0	0	5.599045789201757	177.69875176523115	RPL5;RPL3;NUP188;RPL32;RPL12;RPL11;RPL8;RPS4Y1;RPL9;RPL7;RPL36;RPL14;RPS3;RPL38;RPL37;RPL15;RPS27A;RPL39;RPL17;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS6;RPL35A;RPL23A;RPS29;RPL27A;RPL37A;RPL24;NUP98;RPL29;UBA52;RPS23
Influenza Infection	39/169	4.299508277685978E-14	2.293995706868583E-12	0	0	5.088858695652174	156.62331864435	RPL5;RPL3;NUP188;RPL32;RPL12;RPL11;RPL8;RPS4Y1;RPL9;RPL7;PABPN1;RPL36;RPL14;RPS3;RPL38;RPL37;RPL15;RPS27A;RPL39;RPL17;RPL19;RPS9;RPL41;RPS7;RPS8;RPL23;RPS5;RPS6;RPL35A;RPL23A;RPS29;RPL27A;RPL37A;RPL24;NUP98;CALR;RPL29;UBA52;RPS23
